"Pathway","NES","P_value","FDR","Direction","Genes_tested","Leading_edge_genes"
"Thyroid cancer",1.42807992753337,0.0612638687891944,0.19150189831142,"Up",29,"GADD45B;MYC;TPM3;BAX;MAP2K1;GADD45A;CDKN1A;NCOA4;KRAS;NRAS;TFG;MAPK3;DDB2"
"Colorectal cancer",1.34230474439246,0.0624356664951107,0.192034970353803,"Up",74,"GADD45B;FOS;MYC;RALA;TGFB1;BBC3;RAC1;BAX;MAP2K1;MLH1;GADD45A;GRB2;PIK3R3;CDKN1A;MAPK9;AXIN1;RAC2;KRAS;BCL2;NRAS;RPS6KB1;MAPK3;RPS6KB2;PMAIP1;PIK3R1;DDB2;APPL1;RALGDS;CYCS;MAP2K2"
"Pancreatic cancer",1.35373024297315,0.0625609676790011,0.192034970353803,"Up",65,"GADD45B;RALA;TGFB1;STAT3;RELA;RAC1;BAX;MAP2K1;CDC42;GADD45A;JAK1;NFKB1;BRCA2;PIK3R3;CDKN1A;MAPK9;RAC2;KRAS;CHUK;E2F1;STAT1;CDKN2A;RPS6KB1;MAPK3;RPS6KB2;PIK3R1;DDB2;RALGDS;E2F3;CDK4;ARAF"
"Inositol phosphate metabolism",-1.33233486386838,0.0644994305828761,0.19627843961858,"Down",63,"INPP4B;PIK3C3;INPP1;OCRL;PIP4K2A;PIP5K1A;PLCB1;MTMR4;PLCD1;INPP5B;PI4KB;IP6K2;PIK3C2B;PIK3CG;PIP4K2B;INPP4A;PPIP5K1;PIKFYVE;PLCB2"
"Amphetamine addiction",1.40571873422741,0.0658788372724803,0.197414130143164,"Up",35,"FOS;FOSB;CALM1;PRKCA;GNAS;SLC18A2;PPP1CC;PPP3R1;CALM3;HDAC1;PRKACA"
"Chemical carcinogenesis - receptor activation",1.31721339174152,0.0659911256569217,0.197414130143164,"Up",90,"FOS;MYC;STAT5A;STAT3;RELA;EPHX2;PRKCA;GSTO1;GNAS;CHRNA9;ADCY7;MAP2K1;PRKACA;NFKB1;HSP90B1;GRB2;PIK3R3;KPNA4;PTGES3;RPS6KA3;KRAS;GNAI2;E2F1;ARRB1;ATF4;KLF5;CREB3L3;HSP90AB1;BCL2;MGST3;NRAS;RPS6KB1;HSP90AA1;KPNA1;MAPK3;ARNT;RPS6KB2;PIK3R1;CHRNA3"
"alpha-Linolenic acid metabolism",-1.48159376739829,0.072172522580924,0.214091600597195,"Down",8,"PLA2G6;PLA2G12A;ACOX3;ACAA1;ACOX1;FADS2;PLA2G4B"
"Serotonergic synapse",1.38963279518414,0.0728405090712158,0.214272497517827,"Up",36,"GNG5;GNG4;PRKCA;GNAS;SLC18A2;GNG10;GNB1;MAP2K1;DUSP1;GNG2;PRKACA;GNB2;KRAS;GNAI2;PLCB4;NRAS;MAPK3"
"Bacterial invasion of epithelial cells",1.35244833717943,0.0737507823050825,0.215157240939621,"Up",53,"ACTB;PXN;CLTB;ACTG1;RAC1;ARPC2;ARPC5L;SEPTIN9;ACTR3C;RHOG;ITGB1;CDC42;ELMO2;PIK3R3;ACTR3;ARPC3;MAD2L2"
"NF-kappa B signaling pathway",1.3230050550728,0.0760435276920578,0.218238742075581,"Up",67,"GADD45B;PLAU;MALT1;LTB;RIPK1;RELA;MYD88;TRAF3;IL1B;BCL10;GADD45A;NFKB2;IRAK1;TRAF5;NFKB1;CCL4;LAT;RELB;TNFSF14;CSNK2B;MAP3K7;CHUK;CSNK2A1;BCL2;LY96"
"GABAergic synapse",1.39528558248513,0.0754944524843222,0.218238742075581,"Up",29,"GNG5;GNG4;PRKCA;SLC12A5;ADCY7;GNG10;GNB1;GNG2;PRKACA;SLC38A1;GNB2;GNAI2"
"Lysine degradation",-1.32886688312933,0.0771728271728272,0.219693612838774,"Down",48,"EZH1;SETD7;ALDH2;PLOD3;CAMKMT;KMT2D;EHMT2;NSD1;DHTKD1;KMT2B;ASH1L;NSD2;TMLHE;SETD1B;SETD1A;NSD3;HADH;GCDH"
"Cell adhesion molecule (CAM) interaction",1.34728328650541,0.0785178796523585,0.22173449213826,"Up",51,"ITGB7;CD58;HLA-C;HLA-B;HLA-E;HLA-A;CD226;ICAM3;ICAM2;ICOS;NTNG2;ITGB2;PTPRD;ITGB1;CD6;HLA-F;JAM3"
"beta-Alanine metabolism",-1.43171553997393,0.0802254791431793,0.224180681848103,"Down",15,"ALDH2;HIBCH;MLYCD;ACOX3;SMOX;ACOX1;ACADS"
"Acute myeloid leukemia",1.34186250511157,0.0806542396450684,0.224180681848103,"Up",52,"MYC;PER2;PIM1;STAT5A;RARA;STAT3;RELA;DUSP6"
"Neuroactive ligand signaling",1.36193393555025,0.0870395634379263,0.240038796043656,"Up",34,"P2RY11;GNG5;GNG4;PRKCA;GNAS;OGFRL1;OGFR;SLC18A2;ADCY7;GNG10;GNB1;GNG2"
"Base excision repair",-1.32419533529151,0.0880082599931167,0.240828804477288,"Down",41,"PARP2;XRCC1;PARP3;MUTYH;APTX;POLG2;SMUG1;RFC3;POLD2;LIG1;UNG;PARG;POLD1;POLD4;NEIL3;POLE4"
"AGE-RAGE signaling pathway in diabetic complications",1.30941677439695,0.0922860046552798,0.25059199725626,"Up",59,"FOXO1;PIM1;TGFB1;EGR1;STAT5A;STAT3;RELA;PRKCA;RAC1;BAX;IL1B;CDC42;AGER;NFATC1;NFKB1;PIK3R3;MAPK9"
"Terpenoid backbone biosynthesis",1.38930736087101,0.0960088218554354,0.255543252214663,"Up",17,"ZMPSTE24;RCE1;NUS1;ACAT2;IDI1;ACAT1"
"TGF-beta signaling pathway",1.30611192847418,0.0961551079325504,0.255543252214663,"Up",58,"MYC;ID2;TGFB1;ID3;ID1;TFDP1;EMP3;TGIF2;RBX1;LTBP1;HDAC1;SKIL;RBL1;SIN3A;SKP1;SMURF2;SMAD7;ROCK1;HDAC2;CUL1;RPS6KB1;NRROS;MAPK3;ACVR1B"
"IL-17 signaling pathway",1.31129370553405,0.0962811686814454,0.255543252214663,"Up",53,"IL4;FOS;FOSB;RELA;S100A8;TRAF3;IL1B;TRAF4;S100A9;TRAF5;JUND;NFKB1;HSP90B1;MAPK9;CEBPB;MAP3K7;CHUK;HSP90AB1;ELAVL1;TAB2;HSP90AA1;USP25;MAPK3"
"Folate biosynthesis",1.39262154100308,0.098196898665705,0.258682874843238,"Up",14,"GCH1;GGH;MOCS2;PTS;AKR1C3;CBR1;DHFR2;AKR1B1"
"Starch and sucrose metabolism",-1.3857421080769,0.100869643989492,0.260672349651578,"Down",16,"HKDC1;AMY2B;PGM2L1;GBE1;G6PC3;UGP2;PYGB"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",1.39376423425528,0.101167455813785,0.260672349651578,"Up",13,"HS2ST1;B4GALT7;B3GALT6;GLCE;EXTL2"
"Alcoholism",1.29052350932634,0.100657313842833,0.260672349651578,"Up",62,"FOSB;CALM1;GNG5;GNG4;GNAS;SLC18A2;PPP1CC;GNG10;CALM3;GNB1;MAP2K1;GNG2;PKIA;HDAC1;PRKACA;HDAC5;GRB2;HDAC9;GNB2;KRAS;GNAI2;HDAC2;ATF4;CREB3L3;NRAS;PPP1CB;HAT1;MAPK3;PPP1CA"
"Endocytosis",1.20625058739146,0.106641179366872,0.271791066757892,"Up",191,"IL2RA;NEDD4L;SH3KBP1;CLTB;HLA-C;SH3GL1;HLA-B;EHD4;HLA-E;BIN1;HLA-A;ARF4;CHMP2B;ARF6;ARPC2;SNF8;VPS25;GRK6;ARF5;ARPC5L;CYTH1;PARD6B;RAB7A;ACTR3C;KIF5B;CDC42;ARAP2;HLA-F;RAB8A;RAB5A;WWP1;RAB4A;MDM2;ARFGAP1;ASAP1;WASHC5;CHMP5;VPS29;EHD2;CHMP1A;ACTR3;ARPC3;RAB5C;EPS15;SMURF2;RAB22A;CHMP3;PSD;CAPZA2;AP2S1;RAB35;ARFGAP3;ARPC5;ARRB1;TSG101;GRK2;SNX3;STAM2;RAB11A;CAPZB;CHMP4B;DNM2;CAPZA1;VPS4A;EPN1;CHMP1B;AGAP2;ARPC1A"
"Platelet activation",1.27431700219581,0.1070225447007,0.271791066757892,"Up",68,"FCER1G;ACTB;ORAI1;RAP1A;ACTG1;MYL12A;LCP2;RASGRP1;RAP1B;GNAS;RASGRP2;MYL12B;PPP1CC;ADCY7;ITGB1"
"Protein export",1.32954816591566,0.107917868424667,0.272107196813624,"Up",30,"SPCS1;GET4;SRPRB;SEC11A;GET3;SEC61B;SRP9;SRP19;TMEM208;SPCS3;SEC61G;IMMP1L;SEC11C;GET1;SRP72;SRP68;SGTA;SPCS2"
"Fatty acid elongation",1.33290495683433,0.116933221099888,0.29274770956213,"Up",22,"ACAA2;HACD3;ELOVL1;HACD4;PPT1"
"Mucin type O-glycan biosynthesis",1.35128733446636,0.120326600773528,0.299121761077855,"Up",16,"GALNT3;GALNT4;GALNT12;GALNT1"
"Parathyroid hormone synthesis, secretion and action",1.2574211356521,0.126997642127325,0.309173570144454,"Up",60,"NR4A2;FOS;PDE4B;EGR1;GATA3;PRKCA;MAFB;NACA;GNAS;PDE4D;GNA12;ADCY7;MAP2K1;PRKACA;JUND;CDKN1A;OXSR1;GNA13;GNAI2;ARRB1;ATF4;CREB3L3;PLCB4;BCL2;SGK1;STK39"
"Aldosterone-regulated sodium reabsorption",1.32315803532085,0.126626131221719,0.309173570144454,"Up",20,"NEDD4L;PRKCA;ATP1B3;FXYD2;ATP1A1;PIK3R3;KRAS;SGK1;MAPK3;PIK3R1"
"MicroRNAs in cancer",-1.19250238738813,0.12637674577041,0.309173570144454,"Down",110,"SPRY2;BMF;PRKCE;BMPR2;CCND2;CDKN1B;MDM4;CRK;FSCN1;DDIT4;SOS1;MARCKS;MTOR;NOTCH3;FOXP1;MAPK7"
"Cytosolic DNA-sensing pathway",1.27137325688628,0.128116481616914,0.309761082265552,"Up",49,"RIPK1;RELA;IFI16;POLR3H;CCL5;IL1B;IRF7;CASP1;NFKBIB;NFKB1;POLR2K;CCL4;SAMHD1;POLR2E;G3BP1;POLR2L;POLR3E;PCBP1;CHUK;POLR3C;CASP7;POLR2H"
"Pancreatic secretion",1.2809992356429,0.130756495590769,0.313993489411847,"Up",39,"RAP1A;RAB27B;RAP1B;PRKCA;RAC1;GNAS;SLC12A2;ATP1B3;FXYD2;ADCY7;ATP1A1;RAB3D;RAB8A;CLCA1;ATP2A2"
"Collecting duct acid secretion",1.3331172577226,0.131886297480864,0.314566641964493,"Up",15,"ATP6V0A4;ATP6V0C;ATP6V1G1;ATP6V0D1;ATP6V0E1;ATP6V1F;SLC12A7"
"Non-homologous end-joining",-1.33328463768667,0.137407656145064,0.325536259189312,"Down",13,"DNTT;XRCC4;NHEJ1;LIG4;MRE11;XRCC5"
"Glycerolipid metabolism",-1.2589715557409,0.138362933607319,0.325614103755892,"Down",37,"DGKE;ALDH2;PLPP5;MBOAT2;DGKA;GPAT4;DGKH;PLPP3;AGPAT5"
"Sphingolipid signaling pathway",1.21625411055914,0.14061220633621,0.328715952560808,"Up",89,"FCER1G;CERS4;SMPD2;SGMS1;RELA;PRKCA;RAC1;S1PR4;BAX;BID;SMPD1;GNA12;DEGS1;S1PR1;MAP2K1;SPTLC1;NSMAF;NFKB1;PIK3R3;MAPK9;PPP2R5A;ROCK1;PPP2R5C;RAC2;GNA13;KRAS;GNAI2;CTSD;PLCB4;BCL2;NRAS"
"cAMP signaling pathway",1.20623948624001,0.150910121559489,0.35046890072697,"Up",89,"FOS;PDE4B;CALM1;ORAI1;RAP1A;RELA;RAP1B;RAC1;GNAS;RRAS2;PDE4D;ATP1B3;FXYD2;PPP1CC;PTGER2;ADCY7;ATP1A1;CALM3;MAP2K1;ATP2A2;PRKACA;NFATC1;NFKB1;PIK3R3;MAPK9;TIAM1;ATP2B1;ROCK1"
"Neurotrophin signaling pathway",1.2054627942541,0.15288315629742,0.352730419431303,"Up",85,"MATK;CALM1;RAP1A;BEX3;RELA;RAP1B;RAPGEF1;RAC1;ARHGDIA;BAX;RPS6KA5;ARHGDIB;CALM3;MAP2K1;CDC42;NFKBIB;IRAK1;NFKB1;GRB2;PIK3R3;MAP3K3;MAPK9;MAP3K1;RPS6KA3;PRDM4;KRAS;CAMK2D;ATF4"
"Propanoate metabolism",-1.25735316767826,0.159078080903104,0.364640016615558,"Down",26,"ACACB;SUCLA2;ACSS1;MMUT;HIBCH;MLYCD;ACOX3;BCKDHB;MCEE;ACOX1;ACSS2;ACADS"
"Cytoskeleton in muscle cells",1.20158224195624,0.16350187325883,0.372362330712045,"Up",78,"LMNA;ITGB7;ACTB;FBLN2;TPM3;ACTG1;SNTA1;ZYX;VIM;EMD;TNNT3;DSG2;COL6A2;ATP1B3;ENO1;ATP1A1;ITGB1;MYL5"
"Hematopoietic cell lineage",1.23142593501673,0.166033932471023,0.375704988219687,"Up",42,"IL4;IL2RA;IL4R;CD44;FLT3LG;CD7;CD5"
"Glycolysis / Gluconeogenesis",1.23265058015374,0.174477044281445,0.38265771666218,"Up",35,"LDHA;ALDOA;PGAM1;PGK1;PKM;GAPDH;HK1;ENO1;LDHB;MINPP1;ALDH9A1"
"Viral life cycle - HIV-1",-1.18703842068647,0.176620335013492,0.38265771666218,"Down",55,"CD4;CXCR4;MAP1A;TRIM5;MLLT3;BICD1;CCNT2;SERINC3;SERINC5;TNPO3;KAT2A;PDCD6IP;RANBP2;CPSF6;APOBEC3F"
"Neuroactive ligand-receptor interaction",1.2250147306898,0.176480530016225,0.38265771666218,"Up",38,"CNR2;P2RY11;GZMA;PGRMC1;CHRNA5;S1PR4;CTSG;OGFRL1;OGFR;CHRNA9;PTGER2;S1PR1"
"TNF signaling pathway",1.18937819269261,0.170353912077448,0.38265771666218,"Up",83,"JUNB;FOS;IRF1;RIPK1;RELA;MAP2K3;BCL3;CCL5;TRAF3;SOCS3;RPS6KA5;IL1B;MAP3K8;MAP2K1;TRAF5;FAS;NFKB1;TNFRSF1B;PIK3R3;MAPK9"
"Long-term potentiation",1.22179694982547,0.175172182093062,0.38265771666218,"Up",42,"CALM1;RAP1A;RAP1B;PRKCA;PPP1CC;PPP3R1;CALM3;MAP2K1;PRKACA;RPS6KA3;KRAS;CAMK2D;ATF4;PLCB4;NRAS;PPP1CB;MAPK3;PPP1CA"
"Spinocerebellar ataxia",1.1730259239898,0.176694639705199,0.38265771666218,"Up",109,"ADRM1;VLDLR;VDAC1;PSMB1;PRKCA;SLC25A5;AFG3L2;PSMB3;PSMA7;PSMD12;VDAC2;TBPL1;PSMD7;PSMB7;SLC25A6;PSMD8;ATP2A2;PSMC3;PSMC4;PIK3R3;NRBF2;MAPK9;PSMC5;SEM1;PSMA4;XBP1;BECN1;ATXN1L;PSMC1;ATG101;PSMD6;PSMA3;ULK2;PLCB4;TWNK;SPTBN2;CIC;RBPJ;PSMB2;PIK3R1;CYCS;PSMD3;PSMA2;NOP56;PSMD11"
"Arrhythmogenic right ventricular cardiomyopathy",1.24389632699508,0.172372102663304,0.38265771666218,"Up",28,"LMNA;ITGB7;ACTB;ACTG1;SNTA1;EMD;DSG2"
"Ubiquitin mediated proteolysis",1.16331469619495,0.178824244265532,0.382896000226398,"Up",127,"NEDD4L;ELOC;UBE2E3;UBE2K;UBA52;UBE2Z;UBE2D3;UBE2M;RPS27A;UBC;ANAPC13;UBE2L6;UBE2D1;SOCS3;UBE2S;RNF7;UBE2D2;ELOB;RBX1;UBE2J2;UBA2;ANAPC11;FBXW11;WWP1;MDM2;CDC34;UBE2B;SKP1;MAP3K1;SMURF2;UBB;CUL2;UBE2E2;RHOBTB1;TRIM37;UBE2W;UBA7;UBE2L3;VHL;UBE2A;CUL1;UBR5"
"Central carbon metabolism in cancer",1.21301972453773,0.178974051097325,0.382896000226398,"Up",48,"SLC1A5;MYC;LDHA;SCO2;TIGAR;PGAM1;PKM"
"Endocrine and other factor-regulated calcium reabsorption",1.23207487617269,0.184747060051493,0.392865736133596,"Up",26,"CLTB;PRKCA;GNAS;ATP1B3;FXYD2;ATP1A1;PRKACA;ATP2B1;AP2S1;RAB11A;PLCB4;DNM2"
"Folate transport and metabolism",-1.25825462955134,0.189425941571435,0.400403337573153,"Down",12,"ABCC5;MTR;ABCC1;MTHFS;MTHFD1"
"Lysosome biogenesis",1.13434977654387,0.192282255513702,0.401646574130399,"Up",199,"CTSW;LGMN;LAPTM4B;CTSC;CD63;TFE3;CLTB;AP3S1;ABCA2;ATP6V0A4;LAPTM5;AP5Z1;RRAGC;SLC36A1;ATP6V0C;CTSG;VPS18;ATP6V1G1;ARL8A;SNAPIN;LAPTM4A;SLC2A6;SMPD1;CD164;RAB7A;ATP6V0D1;LAMP1;LITAF;GLA;CTSO;ATP6V0E1;GPR155;ATP6V1F;VPS29;ACP5;PPT1;SNAP29;TLR9;CTSF;GNS;CTSA;AP2S1;NPC1;KXD1;LAMTOR4;AP3M2;IDS;LAMTOR1;CTSD;LAMTOR5;AP1S2"
"Epithelial cell signaling in Helicobacter pylori infection",1.20059481819663,0.192289719626168,0.401646574130399,"Up",47,"RELA;ATP6V0A4;RAC1;ATP6V0C;CCL5;ATP6V1G1;ATP6V0D1;CDC42;JAM3;ATP6V0E1;ATP6V1F;NFKB1;MAPK9"
"Oxytocin signaling pathway",1.17396460173547,0.193823011681869,0.402467783080587,"Up",77,"FOS;CALM1;ACTB;ACTG1;NFATC2;EEF2K;PRKCA;GNAS;PRKAG2;PPP1CC;NFATC3;ELK1;ADCY7;PPP3R1;CALM3;MAP2K1;PRKACA;NFATC1;CDKN1A;ROCK1;MYL6;KRAS;GNAI2;CAMK2D;EEF2;CD38;PLCB4;NRAS;PPP1CB;MAPK3;PRKAB1;PPP1CA"
"GnRH signaling pathway",1.18926264579089,0.197007894911431,0.404324342463577,"Up",51,"CALM1;EGR1;PRKCA;GNAS;MAP2K3;ELK1;ADCY7;CALM3;MAP2K1;CDC42;PRKACA;GRB2;MAP3K3;MAPK9;MAP3K1;KRAS;CAMK2D;ATF4;PLCB4;NRAS;MAP3K2;MAPK3"
"Proximal tubule bicarbonate reclamation",1.25983864058427,0.196828083603179,0.404324342463577,"Up",10,"ATP1B3;FXYD2;ATP1A1;GLUD1"
"mTOR signaling pathway",-1.1308506124821,0.198985343855693,0.405763079234022,"Down",107,"LRP6;INSR;AKT3;MAPKAP1;DDIT4;SOS1;MTOR;WDR59;TNF;DVL2;DVL3;ULK1;PRR5;ATP6V1C1;IKBKB;WDR24;ATP6V1B2;EIF4B;EIF4EBP1;TSC2;AKT1S1;STRADB;TSC1;PRKAA1;GSK3B;TELO2;IGF1R;RPTOR"
"Cholesterol metabolism",1.22170149613034,0.201157333897886,0.405763079234022,"Up",21,"ABCA1;STARD3NL;VDAC1;VDAC2;MYLIP;SOAT1;LRPAP1;NPC1"
"Cobalamin transport and metabolism",-1.23952476189236,0.200251436781609,0.405763079234022,"Down",14,"HCFC1;ABCD4;LMBRD1;MTR;MMUT;ZNF76"
"Hepatitis C",1.1515937500257,0.206692790943584,0.414559972744802,"Up",103,"MYC;YWHAB;RIPK1;STAT3;RELA;YWHAZ;TRAF3;BAX;OAS3;SOCS3;CD81;BID;YWHAQ;EIF3E;IRF7;MAP2K1;IFIT1;OAS2;JAK1;IRF9;FAS;NFKB1;GRB2;PIK3R3;CDKN1A"
"Adherens junction",1.16957830880992,0.208805892321731,0.41643209033656,"Up",63,"ACTB;RAP1A;ACTG1;MYL12A;RAP1B;FARP2;ARHGAP29;RAC1;ACTN1;ACTN4;PTPRJ;MYL12B;CDC42;MYL5;PDCD10;YES1;SMURF2;ACP1;PTPN6;ROCK1;RAC2;CSNK2B;MAP3K7"
"Arginine and proline metabolism",1.21030986440787,0.212307258036061,0.418684145735919,"Up",21,"LAP3;ODC1;SRM;SMS"
"Protein digestion and absorption",1.21101031968408,0.21146042835468,0.418684145735919,"Up",21,"SLC1A5;SLC36A1;COL6A2;ATP1B3;FXYD2;ATP1A1;SLC3A2"
"African trypanosomiasis",1.22293039931309,0.21375877381464,0.419204706425377,"Up",16,"IL10;PRKCA;MYD88;IL1B;FAS;TLR9;HBB"
"Cysteine and methionine metabolism",1.18641548939001,0.217735334242838,0.422310840591877,"Up",34,"LDHA;SRM;GCLM;CISD1;SMS;MDH2;LDHB"
"Hedgehog signaling pathway",-1.17388092439844,0.216551522817943,0.422310840591877,"Down",35,"CCND2;HHAT;CSNK1G1;CSNK1E;GRK3;GLI3;EFCAB7;MEGF8;SUFU;ARRB2;HHIP;GSK3B"
"Arginine biosynthesis",1.21710316562446,0.240628373599375,0.459144950705834,"Up",8,"GLUD1;GLS;ACY1;GOT2;ASL;CAD"
"Virion - Lassa virus and SFTS virus",-1.22021664834409,0.239872983178853,0.459144950705834,"Down",7,"PCDH9;LAMP2;DAG1"
"Gastric acid secretion",1.16473799118245,0.239987677141097,0.459144950705834,"Up",32,"CALM1;ACTB;ACTG1;PRKCA;GNAS;ATP1B3;ADCY7;ATP1A1;CALM3"
"Dopaminergic synapse",1.13187748686946,0.250080671184253,0.474615467355061,"Up",72,"FOS;CALM1;GNG5;GNG4;PRKCA;GNAS;CLOCK;SLC18A2;PPP1CC;GNG10;KIF5B;CALM3;GNB1;GNG2;PRKACA;MAPK9;PPP2R5A;PPP2R5C;GNB2;GNAI2;CAMK2D;ARRB1;ATF4;CREB3L3;PLCB4;PPP1CB"
"GnRH secretion",-1.1467786164367,0.251452999663769,0.474667961932141,"Down",31,"GABBR1;AKT3;ITPR2;PLCB1;ITPR1;KCNN4;ARRB2;GNAQ;PLCB2"
"Synaptic vesicle cycle",1.14819610992515,0.258300814677894,0.485000997772854,"Up",32,"CLTB;ATP6V0A4;ATP6V0C;ATP6V1G1;SLC18A2;ATP6V0D1;STXBP1;ATP6V0E1;NAPA;ATP6V1F"
"FoxO signaling pathway",1.1108720576406,0.262702871410737,0.490656685756561,"Up",99,"GADD45B;KLF2;IL10;FOXO1;HOMER3;TGFB1;TNFSF10;STAT3;ATG12;CDKN2D;PRKAG2;S1PR4;SOD2;S1PR1;PLK3;MAP2K1;GADD45A;MDM2;GRB2;PIK3R3;CDKN1A;MAPK9"
"Aminoacyl-tRNA biosynthesis",-1.14563389031761,0.268131665204746,0.498160409564607,"Down",21,"QRSL1;FARS2;SARS2;SEPSECS;CARS2;NARS2;GATB;RARS2;WARS2;YARS2;VARS2"
"Staphylococcus aureus infection",1.17925538972944,0.275509064512527,0.509186909805874,"Up",8,"IL10;KRT10;ITGB2"
"Growth hormone synthesis, secretion and action",1.1102907589864,0.277433113609926,0.510072339084917,"Up",71,"JUNB;FOS;STAT5A;STAT3;PRKCA;GNAS;MAP2K3;SOCS3;ADCY7;MAP2K1;PRKACA;GRB2;PIK3R3;MAPK9;MAP3K1;IRS2;KRAS;GNAI2;ATF4;CREB3L3;STAT1;PLCB4;NRAS"
"Sphingolipid metabolism",1.12729988507148,0.27944760357433,0.511114010682582,"Up",36,"KDSR;CERS4;SMPD2;SGMS1;SMPD1;DEGS1;GLA;SPTLC1;B4GALT6;NEU4"
"Cadherin signaling",-1.07493846035098,0.281286964750414,0.511826281221114,"Down",134,"MYO1B;CTNNA1;LRP6;CTNND1;PCDH9;LIMD1;FLT4;FGFR1;VANGL2;PCDH10;LIMA1;DCHS1;PCDHGB2;RERE;ABI2;CDH23;DVL2;DVL3;PCDHB2;ATN1;PCDHGA10;YWHAE;PTK2B;IKBKB;TAOK1;MOB1B;SAV1;NCSTN;TAOK2"
"Pentose and glucuronate interconversions",-1.14060598759187,0.290008448574859,0.524989653061155,"Down",12,"XYLB;FGGY;UGP2"
"ABC transporters",1.13609819589613,0.297020484171322,0.534939953635085,"Up",16,"ABCA1;TAP1;TAP2;ABCA2;ABCD3"
"Regulation of actin cytoskeleton",1.082023706734,0.299387325875575,0.536465614386183,"Up",124,"ITGB7;ACTB;PXN;ACTG1;MYL12A;RAC1;ACTN1;CFL1;RRAS2;ARPC2;ACTN4;PDGFA;ARPC5L;MYL12B;TMSB4X;PPP1CC;ITGB2;GNA12;ACTR3C;LPAR5;ITGB1;MAP2K1;CDC42;RGCC;MYL5"
"Tyrosine metabolism",1.1536991158873,0.303805528504008,0.541633088696539,"Up",7,"MIF;FAHD1;ADH5;GOT2"
"Alcoholic liver disease",-1.07126319437114,0.309865951742627,0.547848274410774,"Down",81,"ACACB;SREBF1;SCD;ACADVL;AKT3;ALDH2;PPARA;CXCL3;TNF;CXCL2;PRKAB2;CASP8;IKBKB;IRF3;CASP3;LEF1;TICAM1;MLYCD;ACOX3;PRKAA1;MAPK10;GSK3B;TRAF6;ACOX1;TRADD;TAB3"
"Cocaine addiction",1.11692075167049,0.310395622895623,0.547848274410774,"Up",22,"FOSB;RGS9;RELA;GNAS;SLC18A2;PRKACA;NFKB1;GNAI2;ATF4;CREB3L3"
"Chronic myeloid leukemia",1.0857229719981,0.315217391304348,0.553590741942462,"Up",69,"GADD45B;MYC;TGFB1;STAT5A;RELA;BAX;MAP2K1;GADD45A;HDAC1;MDM2;NFKB1;GRB2;PIK3R3;CDKN1A"
"Prolactin signaling pathway",1.09362776743024,0.318837185963269,0.557175874480366,"Up",45,"FOS;IRF1;STAT5A;STAT3;RELA;SOCS3;MAP2K1;NFKB1;GRB2;PIK3R3;MAPK9"
"Carbohydrate digestion and absorption",-1.09492444838545,0.322896281800391,0.561489593475557,"Down",23,"HKDC1;AMY2B;AKT3;PLCB1"
"Salivary secretion",1.08303952638298,0.336332577884518,0.581987254868798,"Up",37,"CALM1;PRKCA;GNAS;CST3;SLC12A2;ATP1B3;FXYD2;ADCY7;ATP1A1;CALM3"
"Sulfur metabolism",-1.12714531037202,0.339764923958377,0.585058625157596,"Down",5,"MPST;PAPSS1"
"PPAR signaling pathway",-1.07051796006412,0.342890128920531,0.58757386169392,"Down",32,"SCD;ME3;ACSBG1;PPARA;ACSL6;APOA1;PCK2;ACOX3;ACAA1;ACOX1;SLC27A5;FADS2"
"Fructose and mannose metabolism",-1.07728629047426,0.346550612508059,0.58878516885657,"Down",20,"PFKFB2;HKDC1;GMPPA"
"Mannose type O-glycan biosynthesis",-1.08315203770911,0.348600850682785,0.58878516885657,"Down",13,"POMK;POMGNT2;ST3GAL3"
"Glioma",1.06725895284,0.348275748493133,0.58878516885657,"Up",55,"GADD45B;CALM1;PRKCA;PDGFA;BAX;CALM3;MAP2K1;GADD45A;MDM2;GRB2;PIK3R3;CDKN1A;KRAS;CAMK2D;E2F1;CDKN2A;NRAS;MAPK3;PIK3R1;DDB2;CALM2;MAP2K2;E2F3;CDK4;ARAF"
"PI3K-Akt signaling pathway",1.04602394898589,0.353326063249727,0.591109480223478,"Up",163,"IL4;MYC;IL2RA;ITGB7;OSM;IL4R;FLT3LG;YWHAB;GNG5;RELA;GNG4;PRKCA;YWHAZ;RAC1;FLT1;PDGFA;RPS6;COL6A2;YWHAQ;JAK3;GNG10;LPAR5;GNB1;ITGB1;MAP2K1;GNG2;MDM2;JAK1;EIF4E2;NFKB1;HSP90B1;GRB2;PIK3R3;CDKN1A"
"RIG-I-like receptor signaling pathway",1.06829248089105,0.352691265513665,0.591109480223478,"Up",45,"RIPK1;RELA;ATG12;TRAF3;DDX3X;IRF7;TANK;NFKBIB;ZNFX1;NFKB1;MAPK9;MAP3K1;RNF125;MAP3K7;CHUK;OTUD5;ISG15"
"Biosynthesis of amino acids",1.06528645982968,0.356590185898509,0.593756300104593,"Up",44,"ALDOA;PGAM1;PGK1;PKM;TKTL1;GAPDH;ENO1;PFKP;MAT2B;IDH3B;PRPS1;RPIA;PHGDH;ALDH18A1"
"Riboflavin metabolism",1.11111242296285,0.360289358461831,0.597099265432049,"Up",5,"RFK;ACP5;ACP1;ACP2"
"Primary immunodeficiency",-1.06177112742631,0.362982126058325,0.598750890180322,"Down",26,"CD4;RAG2;RAG1"
