"original","reviewed","changed","reviewed_symbol_valid"
"ALPL","ALPL",FALSE,TRUE
"ALPP","ALPP",FALSE,TRUE
"AMACR","AMACR",FALSE,TRUE
"AMDHD1","AMDHD1",FALSE,TRUE
"AMDHD2","AMDHD2",FALSE,TRUE
"ARSA","ARSA",FALSE,TRUE
"ARSB","ARSB",FALSE,TRUE
"ASAH1","ASAH1",FALSE,TRUE
"ASAH2","ASAH2",FALSE,TRUE
"ASH1L","ASH1L",FALSE,TRUE
"ASMT","ASMT",FALSE,TRUE
"ASPDH","ASPDH",FALSE,TRUE
"ATIC","ATIC",FALSE,TRUE
"AUH","AUH",FALSE,TRUE
"AWAT2","AWAT2",FALSE,TRUE
"B3GALNT1","B3GALNT1",FALSE,TRUE
"B3GALNT2","B3GALNT2",FALSE,TRUE
"B3GALT1","B3GALT1",FALSE,TRUE
"B3GALT2","B3GALT2",FALSE,TRUE
"B3GALT4","B3GALT4",FALSE,TRUE
"B3GALT5","B3GALT5",FALSE,TRUE
"B3GALT6","B3GALT6",FALSE,TRUE
"B3GAT1","B3GAT1",FALSE,TRUE
"B3GAT2","B3GAT2",FALSE,TRUE
"B3GAT3","B3GAT3",FALSE,TRUE
"B3GNT2","B3GNT2",FALSE,TRUE
"B3GNT4","B3GNT4",FALSE,TRUE
"B3GNT5","B3GNT5",FALSE,TRUE
"B4GALNT1","B4GALNT1",FALSE,TRUE
"B4GALNT2","B4GALNT2",FALSE,TRUE
"B4GALNT3","B4GALNT3",FALSE,TRUE
"B4GALNT4","B4GALNT4",FALSE,TRUE
"B4GALT1","B4GALT1",FALSE,TRUE
"B4GALT2","B4GALT2",FALSE,TRUE
"B4GALT3","B4GALT3",FALSE,TRUE
"B4GALT4","B4GALT4",FALSE,TRUE
"B4GALT6","B4GALT6",FALSE,TRUE
"B4GALT7","B4GALT7",FALSE,TRUE
"B4GAT1","B4GAT1",FALSE,TRUE
"BAAT","BAAT",FALSE,TRUE
"BBOX1","BBOX1",FALSE,TRUE
"BCKDHA","BCKDHA",FALSE,TRUE
"BCKDHB","BCKDHB",FALSE,TRUE
"BCO1","BCO1",FALSE,TRUE
"BDH1","BDH1",FALSE,TRUE
"BLVRA","BLVRA",FALSE,TRUE
"BLVRB","BLVRB",FALSE,TRUE
"BTD","BTD",FALSE,TRUE
"C11orf54","C11orf54",FALSE,TRUE
"CA1","CA1",FALSE,TRUE
"CA12","CA12",FALSE,TRUE
"CA13","CA13",FALSE,TRUE
"CA14","CA14",FALSE,TRUE
"CA3","CA3",FALSE,TRUE
"CA4","CA4",FALSE,TRUE
"CA5A","CA5A",FALSE,TRUE
"CA5B","CA5B",FALSE,TRUE
"CA6","CA6",FALSE,TRUE
"CA7","CA7",FALSE,TRUE
"CA8","CA8",FALSE,TRUE
"CA9","CA9",FALSE,TRUE
"CAMKMT","CAMKMT",FALSE,TRUE
"CARNMT1","CARNMT1",FALSE,TRUE
"CBR3","CBR3",FALSE,TRUE
"CDADC1","CDADC1",FALSE,TRUE
"CDIPT","CDIPT",FALSE,TRUE
"CDS1","CDS1",FALSE,TRUE
"CDS2","CDS2",FALSE,TRUE
"CEPT1","CEPT1",FALSE,TRUE
"CERK","CERK",FALSE,TRUE
"CERS1","CERS1",FALSE,TRUE
"CERS2","CERS2",FALSE,TRUE
"CERS3","CERS3",FALSE,TRUE
"CERS4","CERS4",FALSE,TRUE
"CERS5","CERS5",FALSE,TRUE
"CERS6","CERS6",FALSE,TRUE
"CHDH","CHDH",FALSE,TRUE
"CHIA","CHIA",FALSE,TRUE
"CHIT1","CHIT1",FALSE,TRUE
"CHPF","CHPF",FALSE,TRUE
"CHPF2","CHPF2",FALSE,TRUE
"CHST10","CHST10",FALSE,TRUE
"CHST8","CHST8",FALSE,TRUE
"CHST9","CHST9",FALSE,TRUE
"CHSY1","CHSY1",FALSE,TRUE
"CHSY3","CHSY3",FALSE,TRUE
"CLYBL","CLYBL",FALSE,TRUE
"CMAS","CMAS",FALSE,TRUE
"COASY","COASY",FALSE,TRUE
"COLGALT1","COLGALT1",FALSE,TRUE
"COLGALT2","COLGALT2",FALSE,TRUE
"COQ2","COQ2",FALSE,TRUE
"COQ3","COQ3",FALSE,TRUE
"COQ4","COQ4",FALSE,TRUE
"COQ5","COQ5",FALSE,TRUE
"COQ6","COQ6",FALSE,TRUE
"COQ7","COQ7",FALSE,TRUE
"CPOX","CPOX",FALSE,TRUE
"CRLS1","CRLS1",FALSE,TRUE
"CRPPA","CRPPA",FALSE,TRUE
"CRYL1","CRYL1",FALSE,TRUE
"CSAD","CSAD",FALSE,TRUE
"CSGALNACT1","CSGALNACT1",FALSE,TRUE
"CSGALNACT2","CSGALNACT2",FALSE,TRUE
"CYP11B1","CYP11B1",FALSE,TRUE
"CYP11B2","CYP11B2",FALSE,TRUE
"CYP21A2","CYP21A2",FALSE,TRUE
"CYP24A1","CYP24A1",FALSE,TRUE
"CYP26A1","CYP26A1",FALSE,TRUE
"CYP26B1","CYP26B1",FALSE,TRUE
"CYP26C1","CYP26C1",FALSE,TRUE
"CYP27A1","CYP27A1",FALSE,TRUE
"CYP27B1","CYP27B1",FALSE,TRUE
"CYP2A6","CYP2A6",FALSE,TRUE
"CYP2A7","CYP2A7",FALSE,TRUE
"CYP2C18","CYP2C18",FALSE,TRUE
"CYP2C19","CYP2C19",FALSE,TRUE
"CYP2C8","CYP2C8",FALSE,TRUE
"CYP2C9","CYP2C9",FALSE,TRUE
"CYP2R1","CYP2R1",FALSE,TRUE
"CYP2S1","CYP2S1",FALSE,TRUE
"CYP2U1","CYP2U1",FALSE,TRUE
"CYP2W1","CYP2W1",FALSE,TRUE
"CYP3A5","CYP3A5",FALSE,TRUE
"CYP3A7","CYP3A7",FALSE,TRUE
"CYP3A7-CYP3A51P","CYP3A7-CYP3A51P",FALSE,TRUE
"CYP4F2","CYP4F2",FALSE,TRUE
"CYP4F3","CYP4F3",FALSE,TRUE
"CYP4F8","CYP4F8",FALSE,TRUE
"CYP51A1","CYP51A1",FALSE,TRUE
"CYP7A1","CYP7A1",FALSE,TRUE
"CYP8B1","CYP8B1",FALSE,TRUE
"DAD1","DAD1",FALSE,TRUE
"DBT","DBT",FALSE,TRUE
"DCXR","DCXR",FALSE,TRUE
"DDOST","DDOST",FALSE,TRUE
"DEGS1","DEGS1",FALSE,TRUE
"DEGS2","DEGS2",FALSE,TRUE
"DERA","DERA",FALSE,TRUE
"DGAT1","DGAT1",FALSE,TRUE
"DGAT2","DGAT2",FALSE,TRUE
"DGLUCY","DGLUCY",FALSE,TRUE
"DHCR24","DHCR24",FALSE,TRUE
"DHCR7","DHCR7",FALSE,TRUE
"DHDH","DHDH",FALSE,TRUE
"DHFR","DHFR",FALSE,TRUE
"DHFR2","DHFR2",FALSE,TRUE
"DHODH","DHODH",FALSE,TRUE
"DHRS3","DHRS3",FALSE,TRUE
"DHRS4","DHRS4",FALSE,TRUE
"DHRS4L2","DHRS4L2",FALSE,TRUE
"DHRS9","DHRS9",FALSE,TRUE
"DHRSX","DHRSX",FALSE,TRUE
"DHTKD1","DHTKD1",FALSE,TRUE
"DMGDH","DMGDH",FALSE,TRUE
"DOLK","DOLK",FALSE,TRUE
"DOLPP1","DOLPP1",FALSE,TRUE
"DPAGT1","DPAGT1",FALSE,TRUE
"DPM1","DPM1",FALSE,TRUE
"DPM2","DPM2",FALSE,TRUE
"DPM3","DPM3",FALSE,TRUE
"DPYD","DPYD",FALSE,TRUE
"DPYS","DPYS",FALSE,TRUE
"DSE","DSE",FALSE,TRUE
"DSEL","DSEL",FALSE,TRUE
"EARS2","EARS2",FALSE,TRUE
"EBP","EBP",FALSE,TRUE
"ECHDC1","ECHDC1",FALSE,TRUE
"EHHADH","EHHADH",FALSE,TRUE
"EHMT1","EHMT1",FALSE,TRUE
"EHMT2","EHMT2",FALSE,TRUE
"ENOSF1","ENOSF1",FALSE,TRUE
"ENPP2","ENPP2",FALSE,TRUE
"ENPP4","ENPP4",FALSE,TRUE
"ENPP6","ENPP6",FALSE,TRUE
"ENPP7","ENPP7",FALSE,TRUE
"EPRS1","EPRS1",FALSE,TRUE
"ETNK1","ETNK1",FALSE,TRUE
"ETNK2","ETNK2",FALSE,TRUE
"ETNPPL","ETNPPL",FALSE,TRUE
"EXT1","EXT1",FALSE,TRUE
"EXT2","EXT2",FALSE,TRUE
"EXTL1","EXTL1",FALSE,TRUE
"EXTL2","EXTL2",FALSE,TRUE
"EXTL3","EXTL3",FALSE,TRUE
"FADS1","FADS1",FALSE,TRUE
"FADS2","FADS2",FALSE,TRUE
"FAHD2A","FAHD2A",FALSE,TRUE
"FAHD2B","FAHD2B",FALSE,TRUE
"FCSK","FCSK",FALSE,TRUE
"FDFT1","FDFT1",FALSE,TRUE
"FECH","FECH",FALSE,TRUE
"FGGY","FGGY",FALSE,TRUE
"FKRP","FKRP",FALSE,TRUE
"FKTN","FKTN",FALSE,TRUE
"FLAD1","FLAD1",FALSE,TRUE
"FMO1","FMO1",FALSE,TRUE
"FMO2","FMO2",FALSE,TRUE
"FMO3","FMO3",FALSE,TRUE
"FMO4","FMO4",FALSE,TRUE
"FMO5","FMO5",FALSE,TRUE
"FPGS","FPGS",FALSE,TRUE
"FPGT","FPGT",FALSE,TRUE
"FTCD","FTCD",FALSE,TRUE
"fumarylacetoacetate hydrolase domain-containing protein 2B-like isoform X1","fumarylacetoacetate hydrolase domain-containing protein 2B-like isoform X1",FALSE,FALSE
"FUOM","FUOM",FALSE,TRUE
"FUT1","FUT1",FALSE,TRUE
"FUT2","FUT2",FALSE,TRUE
"FUT3","FUT3",FALSE,TRUE
"FUT4","FUT4",FALSE,TRUE
"FUT5","FUT5",FALSE,TRUE
"FUT6","FUT6",FALSE,TRUE
"FUT7","FUT7",FALSE,TRUE
"FUT9","FUT9",FALSE,TRUE
"GAA","GAA",FALSE,TRUE
"GADL1","GADL1",FALSE,TRUE
"GAL3ST1","GAL3ST1",FALSE,TRUE
"GALC","GALC",FALSE,TRUE
"GALE","GALE",FALSE,TRUE
"GALK1","GALK1",FALSE,TRUE
"GALK2","GALK2",FALSE,TRUE
"GALNS","GALNS",FALSE,TRUE
"GANAB","GANAB",FALSE,TRUE
"GANC","GANC",FALSE,TRUE
"GART","GART",FALSE,TRUE
"GATB","GATB",FALSE,TRUE
"GATC","GATC",FALSE,TRUE
"GBA1","GBA1",FALSE,TRUE
"GBA2","GBA2",FALSE,TRUE
"GBA3","GBA3",FALSE,TRUE
"GBE1","GBE1",FALSE,TRUE
"GBGT1","GBGT1",FALSE,TRUE
"GCAT","GCAT",FALSE,TRUE
"GCDH","GCDH",FALSE,TRUE
"GCH1","GCH1",FALSE,TRUE
"GCNT2","GCNT2",FALSE,TRUE
"GDPD1","GDPD1",FALSE,TRUE
"GDPD3","GDPD3",FALSE,TRUE
"GFUS","GFUS",FALSE,TRUE
"GGCX","GGCX",FALSE,TRUE
"GGPS1","GGPS1",FALSE,TRUE
"GK","GK",FALSE,TRUE
"GK2","GK2",FALSE,TRUE
"GK3","GK3",FALSE,TRUE
"GLA","GLA",FALSE,TRUE
"GLB1","GLB1",FALSE,TRUE
"GLCE","GLCE",FALSE,TRUE
"GLO1","GLO1",FALSE,TRUE
"glycerol-3-phosphate acyltransferase 2","glycerol-3-phosphate acyltransferase 2",FALSE,FALSE
"GMDS","GMDS",FALSE,TRUE
"GMPPA","GMPPA",FALSE,TRUE
"GMPPB","GMPPB",FALSE,TRUE
"GNE","GNE",FALSE,TRUE
"GNPDA1","GNPDA1",FALSE,TRUE
"GNPDA2","GNPDA2",FALSE,TRUE
"GNPNAT1","GNPNAT1",FALSE,TRUE
"GNS","GNS",FALSE,TRUE
"GPAA1","GPAA1",FALSE,TRUE
"GPAM","GPAM",FALSE,TRUE
"GPAT2","GPAT2",FALSE,TRUE
"GPAT3","GPAT3",FALSE,TRUE
"GPAT4","GPAT4",FALSE,TRUE
"GPD1","GPD1",FALSE,TRUE
"GPD1L","GPD1L",FALSE,TRUE
"GPD2","GPD2",FALSE,TRUE
"GPHN","GPHN",FALSE,TRUE
"GPLD1","GPLD1",FALSE,TRUE
"GRHPR","GRHPR",FALSE,TRUE
"GUCY2C","GUCY2C",FALSE,TRUE
"GUCY2D","GUCY2D",FALSE,TRUE
"GUCY2F","GUCY2F",FALSE,TRUE
"GUSB","GUSB",FALSE,TRUE
"GYG1","GYG1",FALSE,TRUE
"GYG2","GYG2",FALSE,TRUE
"HAAO","HAAO",FALSE,TRUE
"HAGH","HAGH",FALSE,TRUE
"HAL","HAL",FALSE,TRUE
"HCCS","HCCS",FALSE,TRUE
"HDC","HDC",FALSE,TRUE
"HDDC3","HDDC3",FALSE,TRUE
"HEXA","HEXA",FALSE,TRUE
"HEXB","HEXB",FALSE,TRUE
"HEXD","HEXD",FALSE,TRUE
"HGSNAT","HGSNAT",FALSE,TRUE
"HIBADH","HIBADH",FALSE,TRUE
"HLCS","HLCS",FALSE,TRUE
"HMBS","HMBS",FALSE,TRUE
"HMGCL","HMGCL",FALSE,TRUE
"HMGCLL1","HMGCLL1",FALSE,TRUE
"HMGCR","HMGCR",FALSE,TRUE
"HMGCS1","HMGCS1",FALSE,TRUE
"HMGCS2","HMGCS2",FALSE,TRUE
"HNMT","HNMT",FALSE,TRUE
"HSD11B1","HSD11B1",FALSE,TRUE
"HSD11B1L","HSD11B1L",FALSE,TRUE
"HSD11B2","HSD11B2",FALSE,TRUE
"HSD17B11","HSD17B11",FALSE,TRUE
"HSD17B14","HSD17B14",FALSE,TRUE
"HSD17B3","HSD17B3",FALSE,TRUE
"HSD17B4","HSD17B4",FALSE,TRUE
"HSD17B6","HSD17B6",FALSE,TRUE
"HSD3B7","HSD3B7",FALSE,TRUE
"HYAL1","HYAL1",FALSE,TRUE
"HYAL2","HYAL2",FALSE,TRUE
"HYAL3","HYAL3",FALSE,TRUE
"HYAL4","HYAL4",FALSE,TRUE
"HYI","HYI",FALSE,TRUE
"HYKK","HYKK",FALSE,TRUE
"IDI1","IDI1",FALSE,TRUE
"IDI2","IDI2",FALSE,TRUE
"IDO1","IDO1",FALSE,TRUE
"IDO2","IDO2",FALSE,TRUE
"IDS","IDS",FALSE,TRUE
"IDUA","IDUA",FALSE,TRUE
"IMPA1","IMPA1",FALSE,TRUE
"IMPA2","IMPA2",FALSE,TRUE
"INMT","INMT",FALSE,TRUE
"INPP1","INPP1",FALSE,TRUE
"INPP4A","INPP4A",FALSE,TRUE
"INPP4B","INPP4B",FALSE,TRUE
"INPP5A","INPP5A",FALSE,TRUE
"INPP5B","INPP5B",FALSE,TRUE
"INPP5E","INPP5E",FALSE,TRUE
"INPP5F","INPP5F",FALSE,TRUE
"INPP5J","INPP5J",FALSE,TRUE
"INPP5K","INPP5K",FALSE,TRUE
"IP6K1","IP6K1",FALSE,TRUE
"IP6K2","IP6K2",FALSE,TRUE
"IP6K3","IP6K3",FALSE,TRUE
"IPMK","IPMK",FALSE,TRUE
"IPPK","IPPK",FALSE,TRUE
"ISYNA1","ISYNA1",FALSE,TRUE
"ITPK1","ITPK1",FALSE,TRUE
"ITPKA","ITPKA",FALSE,TRUE
"ITPKB","ITPKB",FALSE,TRUE
"ITPKC","ITPKC",FALSE,TRUE
"IVD","IVD",FALSE,TRUE
"KDSR","KDSR",FALSE,TRUE
"KHK","KHK",FALSE,TRUE
"KL","KL",FALSE,TRUE
"KMO","KMO",FALSE,TRUE
"KMT2B","KMT2B",FALSE,TRUE
"KMT2C","KMT2C",FALSE,TRUE
"KMT2D","KMT2D",FALSE,TRUE
"KMT2E","KMT2E",FALSE,TRUE
"KMT5A","KMT5A",FALSE,TRUE
"KMT5B","KMT5B",FALSE,TRUE
"KMT5C","KMT5C",FALSE,TRUE
"KYNU","KYNU",FALSE,TRUE
"L2HGDH","L2HGDH",FALSE,TRUE
"LALBA","LALBA",FALSE,TRUE
"LARGE1","LARGE1",FALSE,TRUE
"LARGE2","LARGE2",FALSE,TRUE
"LBR","LBR",FALSE,TRUE
"LCLAT1","LCLAT1",FALSE,TRUE
"LCT","LCT",FALSE,TRUE
"LDHD","LDHD",FALSE,TRUE
"LIAS","LIAS",FALSE,TRUE
"LIPC","LIPC",FALSE,TRUE
"LIPF","LIPF",FALSE,TRUE
"LIPG","LIPG",FALSE,TRUE
"LIPT1","LIPT1",FALSE,TRUE
"LIPT2","LIPT2",FALSE,TRUE
"LPCAT1","LPCAT1",FALSE,TRUE
"LPCAT2","LPCAT2",FALSE,TRUE
"LPCAT4","LPCAT4",FALSE,TRUE
"LPIN1","LPIN1",FALSE,TRUE
"LPIN2","LPIN2",FALSE,TRUE
"LPIN3","LPIN3",FALSE,TRUE
"LRAT","LRAT",FALSE,TRUE
"LSS","LSS",FALSE,TRUE
"LTA4H","LTA4H",FALSE,TRUE
"LTC4S","LTC4S",FALSE,TRUE
"MAN1A1","MAN1A1",FALSE,TRUE
"MAN1A2","MAN1A2",FALSE,TRUE
"MAN1B1","MAN1B1",FALSE,TRUE
"MAN1C1","MAN1C1",FALSE,TRUE
"MAN2A1","MAN2A1",FALSE,TRUE
"MAN2A2","MAN2A2",FALSE,TRUE
"MARS1","MARS1",FALSE,TRUE
"MARS2","MARS2",FALSE,TRUE
"MBOAT1","MBOAT1",FALSE,TRUE
"MBOAT2","MBOAT2",FALSE,TRUE
"MCCC1","MCCC1",FALSE,TRUE
"MCCC2","MCCC2",FALSE,TRUE
"MGAM","MGAM",FALSE,TRUE
"MGAM2","MGAM2",FALSE,TRUE
"MGAT1","MGAT1",FALSE,TRUE
"MGAT2","MGAT2",FALSE,TRUE
"MGAT3","MGAT3",FALSE,TRUE
"MGAT4A","MGAT4A",FALSE,TRUE
"MGAT4B","MGAT4B",FALSE,TRUE
"MGAT4C","MGAT4C",FALSE,TRUE
"MGAT4D","MGAT4D",FALSE,TRUE
"MGAT5","MGAT5",FALSE,TRUE
"MGAT5B","MGAT5B",FALSE,TRUE
"MIOX","MIOX",FALSE,TRUE
"MLYCD","MLYCD",FALSE,TRUE
"MMAB","MMAB",FALSE,TRUE
"MOCOS","MOCOS",FALSE,TRUE
"MOCS1","MOCS1",FALSE,TRUE
"MOCS2","MOCS2",FALSE,TRUE
"MOGAT1","MOGAT1",FALSE,TRUE
"MOGAT2","MOGAT2",FALSE,TRUE
"MOGAT3","MOGAT3",FALSE,TRUE
"MOGS","MOGS",FALSE,TRUE
"MPI","MPI",FALSE,TRUE
"MPPE1","MPPE1",FALSE,TRUE
"MSMO1","MSMO1",FALSE,TRUE
"MTFMT","MTFMT",FALSE,TRUE
"MTHFD1","MTHFD1",FALSE,TRUE
"MTHFD1L","MTHFD1L",FALSE,TRUE
"MTHFD2","MTHFD2",FALSE,TRUE
"MTHFD2L","MTHFD2L",FALSE,TRUE
"MTHFR","MTHFR",FALSE,TRUE
"MTHFS","MTHFS",FALSE,TRUE
"MTM1","MTM1",FALSE,TRUE
"MTMR1","MTMR1",FALSE,TRUE
"MTMR14","MTMR14",FALSE,TRUE
"MTMR2","MTMR2",FALSE,TRUE
"MTMR3","MTMR3",FALSE,TRUE
"MTMR4","MTMR4",FALSE,TRUE
"MTMR6","MTMR6",FALSE,TRUE
"MTMR7","MTMR7",FALSE,TRUE
"MTMR8","MTMR8",FALSE,TRUE
"MVD","MVD",FALSE,TRUE
"MVK","MVK",FALSE,TRUE
"NADK","NADK",FALSE,TRUE
"NADK2","NADK2",FALSE,TRUE
"NADSYN1","NADSYN1",FALSE,TRUE
"NAGA","NAGA",FALSE,TRUE
"NAGK","NAGK",FALSE,TRUE
"NAGLU","NAGLU",FALSE,TRUE
"NAMPT","NAMPT",FALSE,TRUE
"NANP","NANP",FALSE,TRUE
"NANS","NANS",FALSE,TRUE
"NAPRT","NAPRT",FALSE,TRUE
"NAT1","NAT1",FALSE,TRUE
"NAT2","NAT2",FALSE,TRUE
"NDST1","NDST1",FALSE,TRUE
"NDST2","NDST2",FALSE,TRUE
"NDST3","NDST3",FALSE,TRUE
"NDST4","NDST4",FALSE,TRUE
"NEU1","NEU1",FALSE,TRUE
"NEU2","NEU2",FALSE,TRUE
"NEU3","NEU3",FALSE,TRUE
"NEU4","NEU4",FALSE,TRUE
"NFS1","NFS1",FALSE,TRUE
"NMNAT1","NMNAT1",FALSE,TRUE
"NMNAT2","NMNAT2",FALSE,TRUE
"NMNAT3","NMNAT3",FALSE,TRUE
"NMRK1","NMRK1",FALSE,TRUE
"NMRK2","NMRK2",FALSE,TRUE
"NNMT","NNMT",FALSE,TRUE
"NNT","NNT",FALSE,TRUE
"NPL","NPL",FALSE,TRUE
"NSD1","NSD1",FALSE,TRUE
"NSD3","NSD3",FALSE,TRUE
"NSDHL","NSDHL",FALSE,TRUE
"NUDT12","NUDT12",FALSE,TRUE
"NUDT13","NUDT13",FALSE,TRUE
"NUDT2","NUDT2",FALSE,TRUE
"NUDT5","NUDT5",FALSE,TRUE
"NUDT9","NUDT9",FALSE,TRUE
"OCRL","OCRL",FALSE,TRUE
"OST4","OST4",FALSE,TRUE
"OXCT1","OXCT1",FALSE,TRUE
"OXCT2","OXCT2",FALSE,TRUE
"PAFAH1B1","PAFAH1B1",FALSE,TRUE
"PAFAH1B2","PAFAH1B2",FALSE,TRUE
"PAFAH1B3","PAFAH1B3",FALSE,TRUE
"PAFAH2","PAFAH2",FALSE,TRUE
"PAICS","PAICS",FALSE,TRUE
"PANK1","PANK1",FALSE,TRUE
"PANK2","PANK2",FALSE,TRUE
"PANK3","PANK3",FALSE,TRUE
"PCBD1","PCBD1",FALSE,TRUE
"PCBD2","PCBD2",FALSE,TRUE
"PCYT2","PCYT2",FALSE,TRUE
"PDE5A","PDE5A",FALSE,TRUE
"PDE6A","PDE6A",FALSE,TRUE
"PDE6B","PDE6B",FALSE,TRUE
"PDE6C","PDE6C",FALSE,TRUE
"PDE6D","PDE6D",FALSE,TRUE
"PDE6G","PDE6G",FALSE,TRUE
"PDE6H","PDE6H",FALSE,TRUE
"PDE9A","PDE9A",FALSE,TRUE
"PDHX","PDHX",FALSE,TRUE
"PDXK","PDXK",FALSE,TRUE
"PDXP","PDXP",FALSE,TRUE
"PEDS1","PEDS1",FALSE,TRUE
"PEDS1-UBE2V1","PEDS1-UBE2V1",FALSE,TRUE
"PEMT","PEMT",FALSE,TRUE
"PFAS","PFAS",FALSE,TRUE
"PFKFB1","PFKFB1",FALSE,TRUE
"PFKFB2","PFKFB2",FALSE,TRUE
"PFKFB4","PFKFB4",FALSE,TRUE
"PGAP1","PGAP1",FALSE,TRUE
"PGAP2","PGAP2",FALSE,TRUE
"PGAP3","PGAP3",FALSE,TRUE
"PGAP4","PGAP4",FALSE,TRUE
"PGM2L1","PGM2L1",FALSE,TRUE
"PGM3","PGM3",FALSE,TRUE
"PGS1","PGS1",FALSE,TRUE
"PHOSPHO1","PHOSPHO1",FALSE,TRUE
"PHOSPHO2","PHOSPHO2",FALSE,TRUE
"PHYKPL","PHYKPL",FALSE,TRUE
"PI4K2A","PI4K2A",FALSE,TRUE
"PI4K2B","PI4K2B",FALSE,TRUE
"PI4KA","PI4KA",FALSE,TRUE
"PI4KB","PI4KB",FALSE,TRUE
"PIGA","PIGA",FALSE,TRUE
"PIGB","PIGB",FALSE,TRUE
"PIGC","PIGC",FALSE,TRUE
"PIGF","PIGF",FALSE,TRUE
"PIGG","PIGG",FALSE,TRUE
"PIGH","PIGH",FALSE,TRUE
"PIGK","PIGK",FALSE,TRUE
"PIGL","PIGL",FALSE,TRUE
"PIGM","PIGM",FALSE,TRUE
"PIGN","PIGN",FALSE,TRUE
"PIGO","PIGO",FALSE,TRUE
"PIGP","PIGP",FALSE,TRUE
"PIGQ","PIGQ",FALSE,TRUE
"PIGS","PIGS",FALSE,TRUE
"PIGT","PIGT",FALSE,TRUE
"PIGU","PIGU",FALSE,TRUE
"PIGV","PIGV",FALSE,TRUE
"PIGW","PIGW",FALSE,TRUE
"PIGX","PIGX",FALSE,TRUE
"PIGY","PIGY",FALSE,TRUE
"PIGZ","PIGZ",FALSE,TRUE
"PIKFYVE","PIKFYVE",FALSE,TRUE
"PIP4K2A","PIP4K2A",FALSE,TRUE
"PIP4K2B","PIP4K2B",FALSE,TRUE
"PIP4K2C","PIP4K2C",FALSE,TRUE
"PIP5KL1","PIP5KL1",FALSE,TRUE
"PIPOX","PIPOX",FALSE,TRUE
"PISD","PISD",FALSE,TRUE
"PLA2G7","PLA2G7",FALSE,TRUE
"PLB1","PLB1",FALSE,TRUE
"PLCH1","PLCH1",FALSE,TRUE
"PLCH2","PLCH2",FALSE,TRUE
"PLD3","PLD3",FALSE,TRUE
"PLD4","PLD4",FALSE,TRUE
"PLOD1","PLOD1",FALSE,TRUE
"PLOD2","PLOD2",FALSE,TRUE
"PLOD3","PLOD3",FALSE,TRUE
"PMM1","PMM1",FALSE,TRUE
"PMM2","PMM2",FALSE,TRUE
"PMVK","PMVK",FALSE,TRUE
"PNLIPRP3","PNLIPRP3",FALSE,TRUE
"PNPLA3","PNPLA3",FALSE,TRUE
"PNPLA4","PNPLA4",FALSE,TRUE
"PNPO","PNPO",FALSE,TRUE
"POMGNT1","POMGNT1",FALSE,TRUE
"POMGNT2","POMGNT2",FALSE,TRUE
"POMK","POMK",FALSE,TRUE
"POMT1","POMT1",FALSE,TRUE
"POMT2","POMT2",FALSE,TRUE
"PPCDC","PPCDC",FALSE,TRUE
"PPCS","PPCS",FALSE,TRUE
"PPIP5K1","PPIP5K1",FALSE,TRUE
"PPIP5K2","PPIP5K2",FALSE,TRUE
"PPOX","PPOX",FALSE,TRUE
"PRDM2","PRDM2",FALSE,TRUE
"PRDM6","PRDM6",FALSE,TRUE
"PRDM7","PRDM7",FALSE,TRUE
"PRDM9","PRDM9",FALSE,TRUE
"PRUNE1","PRUNE1",FALSE,TRUE
"PRXL2B","PRXL2B",FALSE,TRUE
"PTDSS1","PTDSS1",FALSE,TRUE
"PTDSS2","PTDSS2",FALSE,TRUE
"PTGDS","PTGDS",FALSE,TRUE
"PTGES","PTGES",FALSE,TRUE
"PTGES2","PTGES2",FALSE,TRUE
"PTGIS","PTGIS",FALSE,TRUE
"PTGS1","PTGS1",FALSE,TRUE
"PTS","PTS",FALSE,TRUE
"PYGB","PYGB",FALSE,TRUE
"PYGL","PYGL",FALSE,TRUE
"PYGM","PYGM",FALSE,TRUE
"QARS1","QARS1",FALSE,TRUE
"QDPR","QDPR",FALSE,TRUE
"QPRT","QPRT",FALSE,TRUE
"QRSL1","QRSL1",FALSE,TRUE
"RBKS","RBKS",FALSE,TRUE
"RDH10","RDH10",FALSE,TRUE
"RDH11","RDH11",FALSE,TRUE
"RDH12","RDH12",FALSE,TRUE
"RDH13","RDH13",FALSE,TRUE
"RDH16","RDH16",FALSE,TRUE
"RDH5","RDH5",FALSE,TRUE
"RDH8","RDH8",FALSE,TRUE
"RENBP","RENBP",FALSE,TRUE
"RFK","RFK",FALSE,TRUE
"RPE65","RPE65",FALSE,TRUE
"RPN1","RPN1",FALSE,TRUE
"RPN2","RPN2",FALSE,TRUE
"RXYLT1","RXYLT1",FALSE,TRUE
"SACM1L","SACM1L",FALSE,TRUE
"SARDH","SARDH",FALSE,TRUE
"SARM1","SARM1",FALSE,TRUE
"SC5D","SC5D",FALSE,TRUE
"SCD","SCD",FALSE,TRUE
"SCD5","SCD5",FALSE,TRUE
"SCLY","SCLY",FALSE,TRUE
"SCP2","SCP2",FALSE,TRUE
"SDR16C5","SDR16C5",FALSE,TRUE
"SELENOI","SELENOI",FALSE,TRUE
"SEPHS1","SEPHS1",FALSE,TRUE
"SEPHS2","SEPHS2",FALSE,TRUE
"SEPSECS","SEPSECS",FALSE,TRUE
"SETD1A","SETD1A",FALSE,TRUE
"SETD1B","SETD1B",FALSE,TRUE
