"key","Pathway","sc_NES","sc_FDR","sc_P","sc_genes","bulk_NES","bulk_FDR","bulk_P","bulk_genes","analysis","tested_in_both","sc_significant","bulk_significant","same_direction","shared_FDR005"
"fatdigestionandabsorption","Fat digestion and absorption",0.898205698011044,0.78256059888023,0.596342212744425,13,1.4727847861263,0.113873390478858,0.0523817596202746,19,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"bilesecretion","Bile secretion",0.888890898342852,0.788650277483056,0.611802788844621,17,1.05057917069463,0.518537723619393,0.394088669950739,38,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"vitamindigestionandabsorption","Vitamin digestion and absorption",-1.79208957734816,0.0390808103173841,0.00644002453342679,10,-1.02089222126894,0.541649736570538,0.417070297159314,16,"within15",TRUE,TRUE,FALSE,TRUE,FALSE
"mineralabsorption","Mineral absorption",1.82166424705544,0.024344749495591,0.00303447302494619,21,1.22833666225621,0.306506139138932,0.190033806266138,31,"within15",TRUE,TRUE,FALSE,TRUE,FALSE
"cholesterolmetabolism","Cholesterol metabolism",1.22170149613034,0.405763079234022,0.201157333897886,21,1.10256171890012,0.452079896575527,0.325497525534379,34,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"cobalamintransportandmetabolism","Cobalamin transport and metabolism",-1.23952476189236,0.405763079234022,0.200251436781609,14,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"folatetransportandmetabolism","Folate transport and metabolism",-1.25825462955134,0.400403337573153,0.189425941571435,12,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"alzheimerdisease","Alzheimer disease",1.74575692402636,0.000110296621079493,4.06191522389069e-06,260,1.93359210446271,4.87192110939931e-06,1.94876844375972e-07,137,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"parkinsondisease","Parkinson disease",2.22834006320543,1.36156825686376e-09,1.15714016164059e-11,199,2.0684179570893,2.08307663555114e-06,4.86051214961933e-08,104,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"amyotrophiclateralsclerosis","Amyotrophic lateral sclerosis",1.7796281674664,6.77681951144806e-05,2.12820899545934e-06,265,,,,,"within15",FALSE,TRUE,FALSE,FALSE,FALSE
"huntingtondisease","Huntington disease",1.92269031494192,5.24369918432866e-06,1.18837375282236e-07,222,1.84093727250083,4.16630600922178e-05,3.0552910734293e-06,149,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"spinocerebellarataxia","Spinocerebellar ataxia",1.1730259239898,0.38265771666218,0.176694639705199,109,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"priondisease","Prion disease",2.04760232657734,7.86132566960456e-07,1.33620266338888e-08,189,,,,,"within15",FALSE,TRUE,FALSE,FALSE,FALSE
"pathwaysofneurodegenerationmultiplediseases","Pathways of neurodegeneration - multiple diseases",1.82902586281934,4.05951029173207e-06,8.05002040853385e-08,307,,,,,"within15",FALSE,TRUE,FALSE,FALSE,FALSE
"cocaineaddiction","Cocaine addiction",1.11692075167049,0.547848274410774,0.310395622895623,22,1.36713964277505,0.174923227842702,0.0886277687736359,28,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"amphetamineaddiction","Amphetamine addiction",1.40571873422741,0.197414130143164,0.0658788372724803,35,1.61379380215306,0.0249193691748991,0.0079741981359677,45,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"morphineaddiction","Morphine addiction",1.65706152080544,0.0595555101650529,0.0116411620435939,28,1.57349929406946,0.0297928185330458,0.0101295583012356,51,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"alcoholism","Alcoholism",1.29052350932634,0.260672349651578,0.100657313842833,62,1.32564241714999,0.158796143972544,0.0772807900666379,71,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"bacterialinvasionofepithelialcells","Bacterial invasion of epithelial cells",1.35244833717943,0.215157240939621,0.0737507823050825,53,1.41118956567994,0.0971897115792644,0.043735370210669,58,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"vibriocholeraeinfection","Vibrio cholerae infection",1.50286283525746,0.121691858923362,0.03303547251557,36,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"epithelialcellsignalinginhelicobacterpyloriinfection","Epithelial cell signaling in Helicobacter pylori infection",1.20059481819663,0.401646574130399,0.192289719626168,47,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"pathogenicescherichiacoliinfection","Pathogenic Escherichia coli infection",1.52464040425473,0.0348229452140203,0.00542567135062639,124,,,,,"within15",FALSE,TRUE,FALSE,FALSE,FALSE
"shigellosis","Shigellosis",1.60275757612267,0.00924433225135605,0.000709548385435391,181,,,,,"within15",FALSE,TRUE,FALSE,FALSE,FALSE
"salmonellainfection","Salmonella infection",1.54802001708666,0.0162736981522618,0.00161353947685316,189,1.96263359227313,0.000101595939408225,1.04982470721832e-05,69,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"pertussis","Pertussis",1.70200347500348,0.0330207540768701,0.00477070384679993,42,1.76037186013939,0.00433420993573742,0.000939078819409775,57,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"legionellosis","Legionellosis",1.03630325955574,0.63562819935941,0.397772903661211,40,1.94602664177161,0.000362428962862798,5.19481513436677e-05,48,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"yersiniainfection","Yersinia infection",1.44673162464741,0.0731021428792618,0.0165670578763199,109,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"leishmaniasis","Leishmaniasis",1.90980470323686,0.00736728140903208,0.000418395839729964,40,1.88249285119019,0.000589935313692321,0.000100259289398874,60,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"chagasdisease","Chagas disease",1.51624566336002,0.0730090069345789,0.0163391261978236,67,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"africantrypanosomiasis","African trypanosomiasis",1.22293039931309,0.419204706425377,0.21375877381464,16,1.16765999404282,0.372880633186376,0.2572876368986,26,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"malaria","Malaria",1.66350152459743,0.0655205609480954,0.0137351884140483,18,1.30169300411665,0.219377744557601,0.122851536952256,36,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"toxoplasmosis","Toxoplasmosis",1.0387945409233,0.634067065781211,0.391576828159501,66,1.77987026651494,0.000726224946380427,0.000125878990705941,97,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"amoebiasis","Amoebiasis",1.70194343220815,0.0330207540768701,0.00475339648720628,41,1.67173477582383,0.00487154619246042,0.00108797864964949,75,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"staphylococcusaureusinfection","Staphylococcus aureus infection",1.17925538972944,0.509186909805874,0.275509064512527,8,2.02154401957881,0.000218660313351896,2.62392376022275e-05,33,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"tuberculosis","Tuberculosis",1.83065179448528,0.00230238569103758,0.000110879764157617,98,1.95849571551782,3.81258599088818e-06,1.28001753244394e-07,142,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"hepatitisc","Hepatitis C",1.1515937500257,0.414559972744802,0.206692790943584,103,1.02673930440865,0.547224037179545,0.426834749000045,119,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"hepatitisb","Hepatitis B",1.42475202256553,0.078773901905682,0.0185219089466618,122,1.19257905595483,0.263279644684951,0.153783420397188,141,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"measles","Measles",1.34979157846349,0.157814085501257,0.0473889321901793,100,1.39143020639804,0.0657716020220154,0.0267471181556196,118,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"humancytomegalovirusinfection","Human cytomegalovirus infection",1.64857735006946,0.00924433225135605,0.00067167201987717,148,1.70161947819344,0.000212329685233275,2.40640309931045e-05,191,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"influenzaa","Influenza A",1.54536293241128,0.0348229452140203,0.00536234579381316,107,1.41000556045624,0.0489033450503151,0.0183140437231165,133,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"humanpapillomavirusinfection","Human papillomavirus infection",1.0232759006107,0.6362493420103,0.40193655316798,184,1.53429356468596,0.00133818282453295,0.00025871534607637,266,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"humantcellleukemiavirus1infection","Human T-cell leukemia virus 1 infection",1.52475234827091,0.0181100211701047,0.0020008238686518,168,1.53337420511574,0.0054214092888456,0.00124692413643449,205,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"kaposisarcomaassociatedherpesvirusinfection","Kaposi sarcoma-associated herpesvirus infection",1.51208850066922,0.0340510248197442,0.00501601498761105,134,1.72318127777046,0.000281223714931215,3.65590829410579e-05,160,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"herpessimplexvirus1infection","Herpes simplex virus 1 infection",1.49176421247696,0.0425524199673646,0.00747379614157679,127,-1.11366083468546,0.183166468088133,0.0970782280867107,348,"within15",TRUE,TRUE,FALSE,FALSE,FALSE
"epsteinbarrvirusinfection","Epstein-Barr virus infection",1.838595344053,0.00031198163483956,1.23732093137503e-05,150,1.82893222116747,1.37326048464215e-05,6.40854892833002e-07,183,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"humanimmunodeficiencyvirus1infection","Human immunodeficiency virus 1 infection",1.62254613767422,0.00928104868984602,0.000788757679023741,155,1.4666532293284,0.0145369654263699,0.00436108962791097,180,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"coronavirusdisease","Coronavirus disease",2.80069167867997,1.79062671059562e-19,1.01451938277372e-21,147,,,,,"within15",FALSE,TRUE,FALSE,FALSE,FALSE
"pathwaysincancer","Pathways in cancer",1.51340665720497,0.00928104868984602,0.000777549243471969,282,1.47286162211777,0.000824679575057318,0.000148442323510317,419,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"transcriptionalmisregulationincancer","Transcriptional misregulation in cancer",1.47411982655804,0.0672037760683789,0.0144688016464498,101,1.63738729249474,0.0021166173814643,0.000416268085021312,137,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"viralcarcinogenesis","Viral carcinogenesis",1.43080242755488,0.065090924955939,0.0134607295234661,141,1.50499491733312,0.0105193312942014,0.0030056653548415,167,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"chemicalcarcinogenesisdnaadducts","Chemical carcinogenesis - DNA adducts",0.678797560834693,0.948095808385998,0.862149446152706,9,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"proteoglycansincancer","Proteoglycans in cancer",1.56206230005209,0.0342686789158048,0.00514515575789703,101,1.47196767904851,0.0161226148429884,0.00494426855184976,164,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"micrornasincancer","MicroRNAs in cancer",-1.19250238738813,0.309173570144454,0.12637674577041,110,0.834991633763619,0.866812816417274,0.797467791103892,129,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"chemicalcarcinogenesisreceptoractivation","Chemical carcinogenesis - receptor activation",1.31721339174152,0.197414130143164,0.0659911256569217,90,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"chemicalcarcinogenesisreactiveoxygenspecies","Chemical carcinogenesis - reactive oxygen species",2.17036917112854,1.37420182486356e-07,1.94646150830533e-09,153,,,,,"within15",FALSE,TRUE,FALSE,FALSE,FALSE
"colorectalcancer","Colorectal cancer",1.34230474439246,0.192034970353803,0.0624356664951107,74,0.775597970300593,0.90923582087143,0.85427135678392,82,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"renalcellcarcinoma","Renal cell carcinoma",1.74641416309199,0.0152917507095229,0.00147285984171042,54,0.831587152705456,0.83625220165047,0.758201996163093,65,"within15",TRUE,TRUE,FALSE,TRUE,FALSE
"pancreaticcancer","Pancreatic cancer",1.35373024297315,0.192034970353803,0.0625609676790011,65,0.876061486099971,0.790318563385601,0.690211545356759,73,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"endometrialcancer","Endometrial cancer",1.01339938408305,0.657975460793627,0.430591688346341,48,0.993828845724563,0.599005313233659,0.479204250586927,56,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"glioma","Glioma",1.06725895284,0.58878516885657,0.348275748493133,55,1.00196110706567,0.588273834303172,0.468658154661527,68,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"prostatecancer","Prostate cancer",0.696858754227197,0.983068414052616,0.955829132738788,71,1.02525889901819,0.548051442843178,0.42988034671189,83,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"thyroidcancer","Thyroid cancer",1.42807992753337,0.19150189831142,0.0612638687891944,29,1.72611040211673,0.0103386754038486,0.00286036686173144,35,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"basalcellcarcinoma","Basal cell carcinoma",0.692394821571613,0.959169942762061,0.895634879095572,25,1.18420804651787,0.345962656264858,0.221702095004221,42,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"melanoma","Melanoma",1.02169597776566,0.654256975680259,0.420726157165492,41,1.22960223092376,0.274501733445203,0.165616045845272,53,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"bladdercancer","Bladder cancer",1.48176536417367,0.153423264093583,0.045635815098658,27,1.01419529473723,0.568418001495403,0.449050221181369,37,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"chronicmyeloidleukemia","Chronic myeloid leukemia",1.0857229719981,0.553590741942462,0.315217391304348,69,0.863105457691952,0.8038072679618,0.712346121668459,73,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"acutemyeloidleukemia","Acute myeloid leukemia",1.34186250511157,0.224180681848103,0.0806542396450684,52,1.40706554622829,0.0961357308827531,0.0429225300676827,63,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"smallcelllungcancer","Small cell lung cancer",0.981124874166981,0.693535759596158,0.485952201422811,59,1.79634682735609,0.000732389948541026,0.000129388890908915,82,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"nonsmallcelllungcancer","Non-small cell lung cancer",1.38793881582715,0.176154021163144,0.0543931680078831,56,1.20803079551311,0.296024709522299,0.182548570872085,63,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"breastcancer","Breast cancer",-0.865123047743537,0.878872140824286,0.746916833561716,73,-1.20679801017511,0.173770024001778,0.0872689938398357,111,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"hepatocellularcarcinoma","Hepatocellular carcinoma",1.01769083255004,0.654256975680259,0.419470516698369,101,0.824417083591426,0.887353525369929,0.822280933509467,142,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"gastriccancer","Gastric cancer",-0.91681374202769,0.797092255273795,0.627738376674547,70,0.767947213892988,0.930146847657521,0.883639505274645,108,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"centralcarbonmetabolismincancer","Central carbon metabolism in cancer",1.21301972453773,0.382896000226398,0.178974051097325,48,1.21366226769431,0.292501311596948,0.178425800074138,56,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"cholinemetabolismincancer","Choline metabolism in cancer",0.76970821401722,0.954534733247918,0.873412801243846,68,-0.886801514178223,0.823406331889406,0.743663821405121,82,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"pdl1expressionandpd1checkpointpathwayincancer","PD-L1 expression and PD-1 checkpoint pathway in cancer",1.64866137133764,0.0261745381145599,0.00348499515972894,72,,,,,"within15",FALSE,TRUE,FALSE,FALSE,FALSE
"asthma","Asthma",1.90198230629064,0.00579959354030238,0.000312159425681998,7,2.12780821507588,4.931029881716e-05,4.03485858656091e-06,18,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"autoimmunethyroiddisease","Autoimmune thyroid disease",1.80159842687245,0.0286422646952759,0.00389469888207717,14,1.98792180900546,0.000364657150914973,5.34830488008626e-05,37,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"inflammatoryboweldisease","Inflammatory bowel disease",1.9199726549282,0.00837925505996343,0.000569694395011678,28,,,,,"within15",FALSE,TRUE,FALSE,FALSE,FALSE
"systemiclupuserythematosus","Systemic lupus erythematosus",1.74602700930317,0.0412279440830848,0.00700758256369713,15,1.73063741240782,0.00974230456346603,0.00259794788359094,35,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"rheumatoidarthritis","Rheumatoid arthritis",1.6953730641725,0.0372881939313663,0.00602103981328011,37,2.16204996181334,2.45335960786306e-06,6.54229228763483e-08,64,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"allograftrejection","Allograft rejection",1.94637579254007,0.00820545079580691,0.000511387868293915,14,1.96389241021414,0.000458322690682982,7.18038882070005e-05,38,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"graftversushostdisease","Graft-versus-host disease",1.850543857856,0.0181100211701047,0.00185476273998643,14,1.97606814580778,0.000330711567045533,4.44002275420348e-05,41,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"primaryimmunodeficiency","Primary immunodeficiency",-1.06177112742631,0.598750890180322,0.362982126058325,26,1.65421437649029,0.0228482481619946,0.00723527858463163,33,"within15",TRUE,FALSE,TRUE,FALSE,FALSE
"hypertrophiccardiomyopathy","Hypertrophic cardiomyopathy",1.43734655771199,0.17916160993795,0.055829396864517,32,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"arrhythmogenicrightventricularcardiomyopathy","Arrhythmogenic right ventricular cardiomyopathy",1.24389632699508,0.38265771666218,0.172372102663304,28,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"dilatedcardiomyopathy","Dilated cardiomyopathy",1.57188881018411,0.0878536658070794,0.0218963094952541,31,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"diabeticcardiomyopathy","Diabetic cardiomyopathy",1.92369994069078,6.77681951144806e-05,2.30373467811266e-06,142,,,,,"within15",FALSE,TRUE,FALSE,FALSE,FALSE
"viralmyocarditis","Viral myocarditis",1.63179463296023,0.0615737672968232,0.0122100954979536,34,1.78236255150218,0.00249119999896408,0.000498239999792816,55,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"lipidandatherosclerosis","Lipid and atherosclerosis",1.53819808565021,0.024820767447961,0.0031938292807858,137,,,,,"within15",FALSE,TRUE,FALSE,FALSE,FALSE
"fluidshearstressandatherosclerosis","Fluid shear stress and atherosclerosis",1.44089761596927,0.112280459134283,0.028944820909971,72,1.90976547560063,2.91632064452944e-05,1.74979238671766e-06,118,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"amyotrophiclateralsclerosisals","Amyotrophic lateral sclerosis (ALS)",,,,,1.68678452185815,0.0142469199722706,0.00422658625844029,40,"within15",FALSE,FALSE,TRUE,FALSE,FALSE
"arrhythmogenicrightventricularcardiomyopathyarvc","Arrhythmogenic right ventricular cardiomyopathy (ARVC)",,,,,1.66887957469903,0.0117993588436628,0.00342181406466222,49,"within15",FALSE,FALSE,TRUE,FALSE,FALSE
"celladhesionmoleculescams","Cell adhesion molecules (CAMs)",,,,,2.11720831002736,6.36549460223727e-07,1.27309892044745e-08,99,"within15",FALSE,FALSE,TRUE,FALSE,FALSE
"chagasdiseaseamericantrypanosomiasis","Chagas disease (American trypanosomiasis)",,,,,1.38973461630459,0.088316358641178,0.0383280978948849,86,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"chemicalcarcinogenesis","Chemical carcinogenesis",,,,,1.16890208112967,0.368525867851567,0.253054429258076,29,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"dilatedcardiomyopathydcm","Dilated cardiomyopathy (DCM)",,,,,1.69287870046656,0.00809026789508775,0.00204953453342223,57,"within15",FALSE,FALSE,TRUE,FALSE,FALSE
"drugmetabolism","Drug metabolism",,,,,-0.904335584336851,0.765673096258256,0.663583350090489,52,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"fcgammarmediatedphagocytosis","Fc gamma R-mediated phagocytosis",,,,,1.30304788277256,0.171273163811533,0.0850656713597279,81,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"glycosaminoglycanbiosynthesis","Glycosaminoglycan biosynthesis",,,,,1.39499962249582,0.134900387579659,0.0641910086425769,41,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"glycosphingolipidbiosynthesis","Glycosphingolipid biosynthesis",,,,,1.76881524738183,0.00720730972939397,0.0017428043306047,33,"within15",FALSE,FALSE,TRUE,FALSE,FALSE
"hypertrophiccardiomyopathyhcm","Hypertrophic cardiomyopathy (HCM)",,,,,1.71160889983917,0.0068431017148111,0.00161953407250529,53,"within15",FALSE,FALSE,TRUE,FALSE,FALSE
"inflammatoryboweldiseaseibd","Inflammatory bowel disease (IBD)",,,,,2.02027957191597,8.282957405152e-05,8.282957405152e-06,53,"within15",FALSE,FALSE,TRUE,FALSE,FALSE
"linoleicacidmetabolism","Linoleic acid metabolism",,,,,1.2956379381602,0.27041086580988,0.161345149933228,10,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"lysosome","Lysosome",,,,,1.86573070294326,5.89698782786195e-05,5.11072278414702e-06,115,"within15",FALSE,FALSE,TRUE,FALSE,FALSE
"maturityonsetdiabetesoftheyoung","Maturity onset diabetes of the young",,,,,-0.639973402136175,0.93932753844579,0.898623345113139,6,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"nicotineaddiction","Nicotine addiction",,,,,0.951277710434605,0.659944532566966,0.536754886487799,10,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"nitrogenmetabolism","Nitrogen metabolism",,,,,1.20814606552614,0.358018696127231,0.238679130751487,10,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"nonalcoholicfattyliverdiseasenafld","Non-alcoholic fatty liver disease (NAFLD)",,,,,2.13011257358395,2.53611403299963e-08,4.22685672166606e-10,130,"within15",FALSE,FALSE,TRUE,FALSE,FALSE
"phagosome","Phagosome",,,,,2.22908483401426,2.87891304291078e-09,2.87891304291078e-11,124,"within15",FALSE,FALSE,TRUE,FALSE,FALSE
"phenylalaninemetabolism","Phenylalanine metabolism",,,,,1.18389858287968,0.378140503893077,0.263437884378844,9,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"porphyrinandchlorophyllmetabolism","Porphyrin and chlorophyll metabolism",,,,,0.901588957531507,0.726734926052332,0.605419065000702,20,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"priondiseases","Prion diseases",,,,,1.85657600899345,0.00379182186955713,0.000808921998838855,29,"within15",FALSE,FALSE,TRUE,FALSE,FALSE
"rnatransport","RNA transport",,,,,-0.798176804733313,0.980223654089476,0.953051643192488,145,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"synthesisanddegradationofketonebodies","Synthesis and degradation of ketone bodies",,,,,-0.540741344826951,0.986559876039748,0.973405744359218,8,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"taurineandhypotaurinemetabolism","Taurine and hypotaurine metabolism",,,,,1.60242641606948,0.0347177482855875,0.0124983893828115,6,"within15",FALSE,FALSE,TRUE,FALSE,FALSE
"glycolysisgluconeogenesis","Glycolysis / Gluconeogenesis",1.54858395003812,0.128839463929284,0.02265151210892,35,1.50641606111051,0.0551190616965169,0.0214964340616416,48,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"citratecycletcacycle","Citrate cycle (TCA cycle)",0.99530489373786,0.659056534311603,0.459285856772392,26,0.675168269703603,0.947963937595661,0.910045380091834,29,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"pentosephosphatepathway","Pentose phosphate pathway",0.802687022391477,0.844294782968956,0.757822750586458,22,1.09131584424857,0.466905567228498,0.344759589411129,28,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"pentoseandglucuronateinterconversions","Pentose and glucuronate interconversions",-1.09970854886008,0.531940362360389,0.340919107336031,12,0.914483245629347,0.712082152566124,0.586280972279442,13,"global25",TRUE,FALSE,FALSE,FALSE,FALSE
"fructoseandmannosemetabolism","Fructose and mannose metabolism",-1.08185370070232,0.531940362360389,0.342069298175094,23,1.35484643708424,0.183096846954146,0.0946000375929755,29,"global25",TRUE,FALSE,FALSE,FALSE,FALSE
"galactosemetabolism","Galactose metabolism",-0.648999104798063,0.942483647126583,0.926464095050777,20,1.18008798183989,0.362234626818671,0.245628939435462,25,"global25",TRUE,FALSE,FALSE,FALSE,FALSE
"ascorbateandaldaratemetabolism","Ascorbate and aldarate metabolism",-0.880885487609281,0.744078954397608,0.60917512130569,6,-1.09653560340517,0.453502043558591,0.331056491797772,8,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"fattyacidbiosynthesis","Fatty acid biosynthesis",-1.427183282532,0.252849594771929,0.0822967659096381,15,1.21350232153302,0.356870318845032,0.233155274978754,10,"global25",TRUE,FALSE,FALSE,FALSE,FALSE
"fattyacidelongation","Fatty acid elongation",1.41454958906855,0.245169812544827,0.0761851689686741,21,0.877121789248384,0.75865177103316,0.647382844614963,25,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"fattyaciddegradation","Fatty acid degradation",-0.705545413147496,0.924773144242089,0.904084973844987,31,0.893506106375499,0.744868551246567,0.632041697378119,34,"global25",TRUE,FALSE,FALSE,FALSE,FALSE
"steroidbiosynthesis","Steroid biosynthesis",0.831712867924711,0.806215556052966,0.696588511603837,16,0.829411152914243,0.798842413512012,0.702981323890571,17,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"primarybileacidbiosynthesis","Primary bile acid biosynthesis",0.715303834896796,0.873756229013734,0.810934393638171,5,1.01317609512778,0.574817155221928,0.456021609809397,10,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"ubiquinoneandotherterpenoidquinonebiosynthesis","Ubiquinone and other terpenoid-quinone biosynthesis",-0.822452870990737,0.797308030122184,0.686633544354516,8,-1.34237418551981,0.239033105912706,0.135452093350534,10,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"steroidhormonebiosynthesis","Steroid hormone biosynthesis",0.85660216182922,0.77485322390979,0.647725458898643,11,1.24594993401894,0.316607244082781,0.200517921252428,13,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"oxidativephosphorylation","Oxidative phosphorylation",1.92425332524395,0.00145535521092792,1.85561412537505e-05,103,2.32573962367758,1.0010207848103e-09,6.67347189873532e-12,98,"global25",TRUE,TRUE,TRUE,TRUE,TRUE
"argininebiosynthesis","Arginine biosynthesis",1.55636732570577,0.193186925985954,0.03941063727839,8,1.12173435779473,0.452923437102917,0.327614619504444,13,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"purinemetabolism","Purine metabolism",1.14231619161693,0.424624641444595,0.221334090724661,70,0.83894529747224,0.847646343432278,0.771358172523373,98,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"pyrimidinemetabolism","Pyrimidine metabolism",1.07595235528118,0.527541485564607,0.334757203304453,45,0.801695423292883,0.859268137741677,0.784798232470732,45,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"alanineaspartateandglutamatemetabolism","Alanine, aspartate and glutamate metabolism",1.66714107975769,0.116174088101503,0.0174776564051639,14,1.33483487245734,0.209614797873109,0.11598685482312,23,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"glycineserineandthreoninemetabolism","Glycine, serine and threonine metabolism",0.972537721619733,0.678105433718747,0.486858324386656,17,0.836933339443296,0.8038072679618,0.71270911092613,29,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
"cysteineandmethioninemetabolism","Cysteine and methionine metabolism",1.3639838797464,0.245169812544827,0.0757058516406281,35,-1.31083620662751,0.180779099603452,0.0921973407977607,38,"global25",TRUE,FALSE,FALSE,FALSE,FALSE
"valineleucineandisoleucinedegradation","Valine, leucine and isoleucine degradation",-0.978589384152989,0.678105433718747,0.489849534272749,38,-0.787844495871723,0.910912492205363,0.859294117647059,45,"global25",TRUE,FALSE,FALSE,TRUE,FALSE
